id,employee_id,day_of_week,start_time,end_time,created_at,updated_at,shift_id
0363f5a4-8c57-403e-8014-657b7cd52749,346904e0-83d8-45a3-b292-55e408973e88,0,05:00:00,17:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,1321f523-839d-4fd2-ba94-bdd463ffec57
03f0fb19-fbfe-48fd-919c-d46551bac4fa,b753162c-6f08-4a8f-8a64-bec3816b132d,4,09:00:00,19:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
047e6041-d9fa-44e2-9baf-86b07684585b,400c51a3-1119-4ee4-a9cb-eccede82e575,5,05:00:00,15:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
05179d2a-1798-4b1f-8bce-e192812dad05,23fe865e-9422-4a9d-aa9d-859b0685efc4,4,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
054a67b8-140f-44dd-9684-92115dae2341,346904e0-83d8-45a3-b292-55e408973e88,3,05:00:00,17:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,1321f523-839d-4fd2-ba94-bdd463ffec57
0642f7ae-864a-4573-af25-63a28648b92b,b753162c-6f08-4a8f-8a64-bec3816b132d,0,09:00:00,19:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
0651c6c4-f7ec-4f1f-a5e6-20feadd84398,38d35143-9af7-4aa1-8938-df13ac17549b,2,05:00:00,15:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
07242861-9175-46b0-813d-c24a093bc8b8,1225ed7c-df5f-430a-a996-ddd7061c3fc9,2,05:00:00,09:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,31bc4527-9357-4c2e-a309-25604ce2114b
0771af3e-f4a0-43b2-ac0a-981885791bb3,5cce6b33-a087-498c-a1a9-858b7dda1cd0,4,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
078ebc89-b6f4-49c3-ad47-48f102b9a52b,8209b834-8f3b-4950-ac4f-ec408f653d99,2,17:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,93699da0-5515-4542-8546-93872da9f07f
079801c3-5c5a-430c-b05b-891e0899fb0d,ce19f8d9-07c1-419d-90f2-ac691853edae,1,13:00:00,17:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
07af0d8a-68d7-48b1-90fb-0bab78ccaa80,1c8cb7f7-cce0-477d-80da-a69be58b4bcf,4,09:00:00,19:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
07d6d41c-2089-41b0-b7a9-db2b48f7f499,7c0a2b60-bc47-4043-805f-2e499c6e41e7,6,05:00:00,09:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,31bc4527-9357-4c2e-a309-25604ce2114b
082b7e10-61a0-49b6-b043-aebdd9cc7d61,961ba6db-f196-45cb-9021-c31481afb1a8,3,09:00:00,19:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
08a79aea-754c-49c9-80b0-6db877ba9746,ff2064b1-1e38-4374-bca6-1ed570597bcf,3,15:00:00,01:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,c69a69b2-c582-4e83-a8c2-1f3912869f29
08dbd83e-a798-49ea-8802-64379de969be,a46c2598-b92a-4428-82ef-1099543986e2,1,09:00:00,13:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
08f797e5-1baa-4573-874e-ed60b42d0b1e,cb1ae235-c350-497c-9ca0-52c2cd8881b1,4,05:00:00,15:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
0954fe2a-4834-4e84-9be1-8cc0a816d69c,c61a1db1-2dd5-492b-a01d-a25ecfd2be99,5,13:00:00,17:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
096a8898-988f-4428-adbc-5d124a3412f8,5696b7b0-304a-4653-ad62-45c75dff6188,2,15:00:00,01:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,c69a69b2-c582-4e83-a8c2-1f3912869f29
0985b291-f88f-452e-952c-a27f724ecacf,f20f7a4c-0d0e-4acb-a002-83c94708aacb,4,09:00:00,19:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
09a14de7-f127-45d2-ac0c-bf2f0703c2a7,d2eb0bb7-59f6-4b54-bfd7-094f738dabe0,4,05:00:00,17:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,1321f523-839d-4fd2-ba94-bdd463ffec57
0a24f163-a602-4a6f-acc3-62d20c1410d3,b045b636-1a83-4a95-8234-d4e49727e84b,4,05:00:00,15:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
0a7948dc-67a0-4e5b-93ff-1caf4a5a22a6,30d7f073-ba3f-4833-b2ee-fedc57d0d17c,2,05:00:00,09:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,31bc4527-9357-4c2e-a309-25604ce2114b
0c9c2bc6-25f0-4d5d-9ee2-d13ccd983555,e20f8664-79b2-4f72-b31d-0fbf72321c71,4,17:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,93699da0-5515-4542-8546-93872da9f07f
0d1590b5-f229-4f5a-883b-991532c34d80,dd491eb3-9c39-45a0-890b-9c80cd91c771,1,13:00:00,17:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
0d1ee8ed-0ab6-4de4-a212-011c46b05752,f20f7a4c-0d0e-4acb-a002-83c94708aacb,6,09:00:00,19:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
0d2ef29f-014e-4df9-af4c-4eda3eefef6d,6d1b728c-beae-4476-845b-ca30530a613d,2,09:00:00,13:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
0d98e51a-7edc-4255-a72c-a6d1d5e17a88,53df84fc-e24a-4deb-b4f5-fdc35acf635e,3,13:00:00,17:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
0def79a4-f6dc-4d8a-85e5-8cd36df5ef7f,45073081-22d6-4734-b168-679c6e7cdbbd,3,13:00:00,17:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
0e81797a-7db9-4a03-bf81-b6bf5fec47f9,f3b742db-b0cd-411f-bc53-9f33436636b5,4,13:00:00,17:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
0e83208b-396c-4549-90d6-a097f18d6557,644bc52d-9e3b-4a6e-bc6e-377ee52041c0,0,15:00:00,01:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,c69a69b2-c582-4e83-a8c2-1f3912869f29
0eb37901-8931-4fd3-880b-f44694fe67df,0e60ad8d-c008-48c1-a2f9-4baeaa90cba5,3,17:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,93699da0-5515-4542-8546-93872da9f07f
0f07048a-0be9-4005-9f0b-63315263fa64,8a8ea263-8bec-4bcd-bd16-07ab06bc03d2,3,05:00:00,17:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,1321f523-839d-4fd2-ba94-bdd463ffec57
0f7c2057-d990-4d64-a6f0-544ac5441f28,51615ecb-92ca-4157-820e-c8744d221c43,6,09:00:00,19:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
0f897d98-e42e-474e-8db5-de76a56af87c,4e71beda-9dd6-4da9-882d-4e421b341071,3,19:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
0fec3c5e-5487-4565-be0f-c5cb7dbdfe5c,5b70cedf-2387-48e0-b900-4da425972b1e,5,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
10b957c3-9363-488c-9718-f4244d84529f,5696b7b0-304a-4653-ad62-45c75dff6188,1,15:00:00,01:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,c69a69b2-c582-4e83-a8c2-1f3912869f29
10bb55cd-b5ba-48ef-b0d2-9bfffd5a75b0,e141de28-3967-4ca7-a838-bd970a3c0eec,1,09:00:00,13:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
1107377a-194f-4224-8dd4-d7edcb1e2160,1225ed7c-df5f-430a-a996-ddd7061c3fc9,6,05:00:00,09:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,31bc4527-9357-4c2e-a309-25604ce2114b
1127b97a-e5f0-4879-9653-d2123f199706,a2de4b22-6369-443b-9ee2-430e08ab1790,2,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
1162be62-66b1-4342-94fc-d802f9193c31,0661db15-0953-417e-88cd-e895cd7a09e9,2,17:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,93699da0-5515-4542-8546-93872da9f07f
117cd0f6-41ee-4f40-81a4-e8f4030aab91,9cdfe587-db9c-46d4-bf19-6b5b7f1ef931,3,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
118ef594-245e-447e-b2b2-92168c366ce8,644bc52d-9e3b-4a6e-bc6e-377ee52041c0,4,15:00:00,01:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,c69a69b2-c582-4e83-a8c2-1f3912869f29
11a2f6f2-56c7-4969-8a51-aedfc2d412bd,1f5dceb5-1b33-404f-8b32-a099a0c2a03f,2,05:00:00,15:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
11cacb4c-4a62-4bb1-85ec-94b52a5237f0,8209b834-8f3b-4950-ac4f-ec408f653d99,1,17:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,93699da0-5515-4542-8546-93872da9f07f
11d7db87-a2f6-4a9f-b4fb-d1ef77dcd47c,8d9961c3-a8c6-40d6-9825-ac538bb7061d,3,17:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,93699da0-5515-4542-8546-93872da9f07f
11db4e0a-056b-4a41-a465-2ea72521378e,a07467f4-5b18-41ff-818d-ce5030bca66c,4,17:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,93699da0-5515-4542-8546-93872da9f07f
1226a5bc-a6cd-4f14-abb9-53c45dd86c39,3015a157-dff8-4a41-a317-135830e069a3,4,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
125a37ff-d8ab-419b-95c7-befc76a34877,4c5721fa-acf8-4dce-858b-2ad40eaee950,0,09:00:00,13:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
130cfb0b-ee5c-4291-a6dd-77c56494f19f,8fd8dc24-41e4-41b4-afef-dcc76c5bb9ee,4,19:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
1318abd9-9da7-4915-b9de-5bd0cab3eede,aa453e63-1e0d-49ff-8f23-6327bd53e839,4,05:00:00,15:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
131a6c72-3765-4b4d-9482-85afba20e8af,89b7b9d4-5d23-45d1-99c7-93d49622cafe,5,19:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
13325da2-0089-4060-8426-d7280f92f268,5ea25671-1ff7-44c9-84a3-da4f08e963eb,3,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
14af56b5-543f-49e5-863e-c994c70dd9e8,5bfd6f78-cb34-4751-ac09-8fc330931ce6,5,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
14f0002b-9d2b-4414-8525-72e1e3d14e0c,cb378119-550a-4173-b14b-8e07ae864aea,3,17:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,93699da0-5515-4542-8546-93872da9f07f
15379c5d-a925-4ba6-bdcc-8590687c54bb,b8547d86-2125-4ec2-823f-3eb2aaf247d0,5,05:00:00,09:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,31bc4527-9357-4c2e-a309-25604ce2114b
157f9957-635c-446a-a36d-152d90829251,1f5dceb5-1b33-404f-8b32-a099a0c2a03f,4,05:00:00,15:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
15b79c4e-16b9-494b-b9a8-a51d3c4e24af,605ce883-6fa2-4e30-a93f-5c611c988fc4,1,15:00:00,01:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,c69a69b2-c582-4e83-a8c2-1f3912869f29
16844cdb-c47a-4296-a0ed-435d14f64bc6,55513aa7-5bee-4012-82de-09a9f2c52ab4,2,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
1828481f-61ac-429c-a254-193e0ef162d4,a2de4b22-6369-443b-9ee2-430e08ab1790,1,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
194c41b5-6fa9-4b28-bff1-16a5d697a341,cba04bbe-9644-46d2-84a1-09e1aaf26364,0,05:00:00,17:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,1321f523-839d-4fd2-ba94-bdd463ffec57
1982f1b3-4c8d-4057-bfc5-0938caa55ae2,d2eb0bb7-59f6-4b54-bfd7-094f738dabe0,3,05:00:00,17:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,1321f523-839d-4fd2-ba94-bdd463ffec57
1984f51b-bbad-4f67-9e79-029e705e68b5,3c0bf9ba-2fbc-49f9-b921-5904a3360e35,2,05:00:00,09:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,31bc4527-9357-4c2e-a309-25604ce2114b
1995a814-74f5-40fc-9292-0a8931fcece8,88456deb-dd71-45c4-8dc9-683c0ac1b3d4,6,19:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
1a3c68d2-040f-47f4-b2e7-7b40adceac50,51615ecb-92ca-4157-820e-c8744d221c43,4,09:00:00,19:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
1a8c24c4-1152-4570-836b-89281f5cc7f5,01018640-6183-462f-b8e6-06312feb67fb,1,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
1a9be3ad-8017-44e9-87c8-95704484a04d,a416c21b-57e5-4d42-a4ca-bdfa9e5fd8ba,2,17:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,93699da0-5515-4542-8546-93872da9f07f
1b5fcd1e-8ba0-4231-b14c-f8b8551283a4,be49a5d2-c5ac-49ba-93d9-2a7547addcb3,2,19:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
1b830438-c0e1-4a6e-8e72-83b1e88e76b5,e300f1b9-6031-4abe-a619-c6e34ef7e2f6,3,19:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
1bd6607a-801c-4aee-b9a3-7b9c69cdb0ac,3ec1712c-8620-489c-90ff-caecf2c3ce01,4,13:00:00,17:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
1c68e86b-1012-4dbe-bc03-c0ae93222565,ad004b6a-bb09-4e4c-9325-7904fccced82,5,15:00:00,01:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,c69a69b2-c582-4e83-a8c2-1f3912869f29
1c80976f-5a86-4b27-aca0-cd59a4a6921a,61d3b088-d669-46c9-bdb4-21fb1602b123,3,05:00:00,17:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,1321f523-839d-4fd2-ba94-bdd463ffec57
1c9b0517-c037-4ded-85f2-2f45800a03b0,b045b636-1a83-4a95-8234-d4e49727e84b,1,05:00:00,15:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
1cd08181-4670-42c6-8028-60ebf58a6ee7,6017fd8d-1c1e-4d1e-9879-1193191702ea,0,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
1d3647e0-48e9-481d-b666-a95e1f65ae6b,e141de28-3967-4ca7-a838-bd970a3c0eec,4,09:00:00,13:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
1d534bb4-ad5c-4998-ab4d-2873114ba15a,c792dd0b-a1c5-4577-ad9b-d8fae7139c47,4,19:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
1da3ef22-e1cb-4e69-ab46-1c28cd0d2f67,7a4e8aca-be77-4105-87b9-bc19d411b516,1,05:00:00,15:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
1dc00fec-f429-4b8e-928d-7bc4748fd96a,47849121-c8d9-4c93-8cad-4a79056fe237,2,09:00:00,13:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
1f3715c7-7597-49ae-84ac-ee0fddd6cf56,8a8ea263-8bec-4bcd-bd16-07ab06bc03d2,0,05:00:00,17:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,1321f523-839d-4fd2-ba94-bdd463ffec57
1f4afb68-2c8f-4ad5-92e6-3cd2a3c8fba5,55513aa7-5bee-4012-82de-09a9f2c52ab4,5,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
1f527e87-86f7-4df5-a62e-be8995d624d9,53df84fc-e24a-4deb-b4f5-fdc35acf635e,2,13:00:00,17:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,f986363b-acd5-4a69-9b7f-cea0ae8c2a9f
201e68a4-e1d6-4056-97b4-7649f439ead0,9ceaf447-cbd5-4813-8d13-60eba3e4affd,1,17:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,93699da0-5515-4542-8546-93872da9f07f
204917a9-827b-4360-972e-d4b42e4a482e,890043ad-f5cd-479b-806c-66c9e878d1c0,3,19:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
21165605-62d1-4ced-b11b-28624fe2cd9a,cb1ae235-c350-497c-9ca0-52c2cd8881b1,1,05:00:00,15:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
22d18117-7fcd-432a-b12b-e5757e3f92ec,f1ac3542-628b-4ec4-8ddc-f8bcb24ea3e0,1,17:00:00,05:00:00,2024-12-30 20:21:59.470636+00,2024-12-30 20:21:59.470636+00,93699da0-5515-4542-8546-93872da9f07f
22de6baa-16ad-4f30-8e55-d9d2480b3482,c5c74b11-57bd-424e-a44b-721da961336f,3,05:00:00,09:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,31bc4527-9357-4c2e-a309-25604ce2114b
2324f36e-2bd3-451c-9b55-ac6f1025f17c,5ea25671-1ff7-44c9-84a3-da4f08e963eb,2,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
24270a32-b75c-4bbd-be5a-3d1d94874d3b,ef90bb5f-a302-4397-8166-ab07817bb772,0,05:00:00,17:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,1321f523-839d-4fd2-ba94-bdd463ffec57
242d742f-1f57-4431-bf08-e0288224153c,47cf6312-4ea0-4428-957d-e7e47fcf87ea,0,19:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
24b8015e-d91d-47c7-8133-3b05cf670845,aa453e63-1e0d-49ff-8f23-6327bd53e839,1,05:00:00,15:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,ac93bf7b-afd6-4d6b-b455-8b95924ef28a
252c4046-9ed4-4fbf-9e30-8247600adaf4,639136e9-9c84-4e0e-8794-38242da762fc,1,19:00:00,05:00:00,2024-12-30 20:21:59.500721+00,2024-12-30 20:21:59.500721+00,5b9d081d-e92d-45bf-81dd-b8b4d36fe27e
2568ad4e-875a-4246-9544-a2ec83623cfa,af128023-aed8-4540-b1bc-cbc8def53f85,1,09:00:00,13:00:00,2024-12-30 20:21:59.338473+00,2024-12-30 20:21:59.338473+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
2594bedb-3dee-4639-ba37-914b35634dcf,813c1eca-3110-45d4-9d8a-910dc0dc37bf,2,09:00:00,19:00:00,2024-12-30 20:21:59.378192+00,2024-12-30 20:21:59.378192+00,cc7a72d4-8ae4-4a84-b422-60991b80b0d7
25ba4298-52a4-4faf-abeb-30a7b759506a,9cdfe587-db9c-46d4-bf19-6b5b7f1ef931,6,01:00:00,05:00:00,2024-12-30 20:21:59.534004+00,2024-12-30 20:21:59.534004+00,dba8605b-8290-4032-bcb7-97b4b26e0bab
25d62f4c-0fac-46c8-b98f-ce45f5969437,47849121-c8d9-4c93-8cad-4a79056fe237,3,09:00:00,13:00:00,2024-12-30 20:21:59.416959+00,2024-12-30 20:21:59.416959+00,04e0e5d7-2c84-4895-a6cc-f987f984d970
25d874ec-4d90-4573-aa68-4ab0d4eb869f,7df344a7-0a0f-4afb-8f6e-d7d197b91989,4,05:00:00,17:00:00,2024-12-30 20:21:59.294443+00,2024-12-30 20:21:59.294443+00,1321f523-839d-4fd2-ba94-bdd463ffec57
